0.00,0.00,2.07,0.00,4.83
0.00,0.00,0.00,0.00,1.40
0.00,1.75,0.00,0.00,1.75
0.00,0.00,1.11,0.00,10.00
0.00,0.00,0.00,0.00,7.84
0.00,0.00,0.00,0.00,3.26
5.56,0.00,0.00,0.00,4.72
0.00,0.00,0.00,0.00,3.24
0.00,0.00,0.00,0.00,2.75
0.00,3.00,0.00,0.00,3.75
0.00,0.00,0.00,2.97,4.05
0.00,0.00,0.00,3.27,9.09
0.00,1.82,0.00,4.24,4.85
0.00,3.81,7.62,0.00,1.43
0.00,0.00,0.00,5.14,6.49
0.00,0.00,3.44,0.00,3.75
0.61,4.55,10.00,0.00,4.55
0.00,0.00,0.00,0.00,1.14
6.59,0.00,0.00,0.00,3.66
0.00,0.00,7.14,0.00,2.00
0.00,0.00,0.00,0.00,6.45
0.00,0.00,0.00,0.00,4.38
0.00,8.12,2.50,2.50,4.69
0.00,6.15,0.00,0.00,10.00
5.52,1.03,0.00,0.00,7.93
7.65,0.00,0.00,0.29,2.06
1.60,0.00,0.00,0.00,4.40
0.00,0.00,3.16,0.00,1.32
0.00,0.00,0.00,0.00,1.79
6.55,0.00,2.76,0.00,2.41
0.00,0.00,0.00,9.71,6.57
0.00,0.00,10.00,0.00,2.50
4.32,0.00,0.81,0.00,2.16
0.00,0.00,0.00,0.00,4.44
0.00,0.00,6.13,5.48,2.26
0.00,0.00,0.00,0.00,3.95
0.00,2.60,4.80,0.00,8.20
0.00,0.00,0.00,0.00,6.19
3.90,0.00,0.00,3.17,3.90
0.00,0.00,0.00,0.00,9.05
0.00,6.94,0.00,0.00,4.17
2.29,0.00,0.00,0.00,0.29
0.00,0.00,10.00,0.00,0.62
0.00,0.00,0.00,0.00,1.28
6.76,0.00,0.00,0.54,3.78
0.00,0.00,0.00,0.00,0.62
0.00,0.00,6.59,0.00,5.00
0.00,0.00,0.00,0.00,0.47
0.00,0.00,0.00,6.41,5.90
0.00,0.00,8.92,0.00,0.27
0.00,0.00,0.00,0.00,3.11
0.00,0.00,0.00,0.00,6.43
0.00,0.00,0.00,0.00,2.26
0.00,3.87,0.00,0.00,10.00
6.25,0.83,0.00,0.00,3.33
6.25,0.00,0.00,3.12,6.88
0.00,0.00,4.38,0.00,1.56
0.00,6.57,4.29,0.00,5.14
0.00,0.00,0.00,0.00,4.29
10.00,0.00,0.00,0.65,3.87
9.47,0.79,0.00,0.00,3.95
0.00,3.95,0.00,0.00,1.05
0.00,10.00,0.00,0.00,3.03
5.81,0.00,0.00,0.00,4.84
0.00,0.00,8.53,6.47,0.88
0.00,0.00,0.00,0.00,1.82
0.00,0.00,2.70,0.00,6.22
0.00,0.00,0.00,2.00,9.33
0.00,0.00,0.00,5.37,1.46
0.00,7.11,5.00,0.00,1.32
0.00,0.00,0.00,0.00,4.10
0.00,0.00,0.00,0.00,3.78
0.00,0.00,0.00,0.00,4.78
0.00,0.00,0.00,3.82,3.82
0.00,0.00,4.44,0.00,7.04
0.00,0.00,0.00,8.18,2.12
0.00,0.00,8.21,0.00,1.54
0.00,4.15,0.00,0.00,3.41
0.00,4.36,0.00,0.00,5.38
0.00,0.00,0.00,0.00,3.92
0.00,0.00,0.00,0.00,5.31
0.00,0.00,7.04,2.59,4.44
0.00,6.39,0.00,0.00,10.00
0.00,0.00,0.00,2.58,6.77
5.59,0.00,0.00,0.00,6.47
0.00,0.00,0.00,0.28,3.06
0.00,0.00,0.00,2.86,1.71
0.00,0.00,0.00,0.00,4.29
0.00,10.00,0.00,0.00,3.66
7.37,0.00,6.84,0.00,6.84
0.00,0.00,7.74,0.00,0.32
7.57,2.16,0.00,0.00,7.03
0.00,0.00,0.00,0.00,4.73
0.00,0.00,2.61,0.00,6.52
0.00,0.00,0.00,0.00,0.29
0.00,0.00,0.00,0.00,5.90
10.00,0.00,4.89,5.33,1.78
0.00,0.00,1.60,0.00,6.40
0.00,0.00,0.00,0.00,4.10
0.00,0.00,2.75,0.00,6.08
0.00,0.00,0.00,0.00,0.67
0.00,0.00,0.00,0.00,0.65
3.41,0.00,3.64,0.00,0.23
4.50,0.00,0.00,0.00,4.25
0.00,0.00,10.00,0.00,8.44
0.00,0.00,0.00,4.86,2.00
0.00,0.00,0.00,0.00,0.70
0.00,0.00,0.00,0.00,2.35
6.97,0.00,0.00,0.00,6.06
0.00,9.19,0.00,0.00,1.89
0.00,0.00,0.00,0.00,3.89
2.75,0.00,0.00,0.00,4.00
0.00,6.15,4.36,0.00,1.54
0.00,10.00,0.00,7.18,1.28
0.00,0.00,0.00,1.82,5.45
0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.00,2.41
2.33,0.00,0.00,0.00,1.63
0.00,0.00,0.00,0.00,0.50
0.00,0.00,0.00,0.00,0.67
0.00,8.53,0.00,0.00,3.24
0.00,0.00,0.00,0.00,4.48
0.00,0.00,0.00,0.00,1.62
0.00,0.00,0.00,0.00,4.63
0.00,0.00,0.00,0.00,4.12
0.00,0.00,0.00,3.33,4.55
2.31,0.00,0.00,2.31,8.85
0.00,4.68,0.00,0.00,10.00
0.00,0.00,6.49,0.00,2.43
0.00,0.00,0.00,0.00,6.22
0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,9.49
5.22,0.00,0.00,0.00,7.83
4.81,0.00,0.74,0.00,10.00
5.16,0.00,0.00,0.00,5.81
0.00,0.00,0.00,0.00,9.52
0.00,6.82,0.00,4.77,2.95
0.00,0.00,0.00,5.20,0.80
0.00,0.00,0.00,0.00,2.92
0.00,0.00,2.06,0.00,5.00
0.00,0.00,0.00,0.00,6.55
0.00,0.00,0.00,0.00,3.64
0.00,2.95,5.45,0.00,7.05
8.16,0.00,3.95,0.00,2.89
0.00,0.00,0.00,0.00,5.53
0.00,0.00,0.00,0.00,2.12
0.00,0.00,0.00,0.00,2.98
0.00,0.00,0.00,4.36,2.05
0.00,0.00,0.00,0.00,9.68
8.33,0.00,0.00,5.00,7.78
0.00,0.00,0.00,0.00,1.14
5.22,2.39,0.00,0.00,5.22
0.00,0.00,0.00,0.00,0.29
0.00,7.14,10.00,0.00,2.86
0.00,0.00,0.00,0.00,8.57
0.00,0.00,0.00,2.56,5.38
0.00,5.00,0.00,0.00,1.47
0.00,0.00,0.00,0.00,8.53
0.00,0.00,0.00,0.00,3.18
1.54,0.00,0.00,0.00,5.64
0.00,0.00,0.00,4.06,10.00
0.00,0.00,5.29,0.00,3.82
3.47,0.00,0.00,4.69,1.84
0.00,2.26,0.00,6.77,4.52
3.33,0.00,0.00,0.00,6.00
5.86,0.00,0.00,0.00,5.52
0.00,0.00,0.00,0.00,8.86
6.43,0.00,5.71,0.00,2.50
0.00,0.00,0.00,0.00,3.79
7.86,2.14,0.00,5.36,3.93
0.00,0.00,0.00,4.00,6.67
0.00,4.32,3.51,0.00,0.54
0.00,0.00,5.15,0.00,1.82
0.00,0.00,0.00,0.00,5.33
0.00,2.05,1.79,0.00,5.13
0.00,0.00,6.40,0.00,1.20
0.00,0.00,6.86,0.00,6.08
0.00,0.00,4.72,0.00,0.83
6.45,0.00,0.00,0.00,0.97
0.00,0.00,0.00,0.00,4.29
0.00,0.00,0.00,0.00,1.00
0.00,0.00,10.00,4.67,3.00
0.00,5.56,0.00,0.00,1.67
0.00,3.08,0.00,0.00,0.77
3.16,6.58,0.00,0.00,3.95
0.00,0.00,0.00,0.00,4.75
5.17,0.00,6.21,10.00,3.10
0.00,0.00,0.00,0.00,6.50
0.00,0.00,0.00,0.00,2.90
0.00,0.00,0.00,10.00,2.93
10.00,5.00,0.00,0.00,5.29
0.00,0.00,3.93,0.00,10.00
2.50,0.00,0.00,0.00,10.00
3.21,0.00,0.00,0.00,2.86
0.00,0.00,1.52,0.00,5.45
0.00,0.00,0.00,0.00,4.21
0.00,0.00,0.00,8.00,0.22
1.82,0.00,0.00,0.00,5.15
5.23,0.00,0.00,0.00,6.59
0.00,0.00,0.00,0.00,5.88
0.00,0.00,0.00,0.00,8.41
0.00,0.00,2.89,0.00,0.26
0.00,0.00,0.00,4.19,5.81
0.00,3.64,0.00,0.00,6.59
0.00,0.00,1.89,0.00,3.51
0.00,0.00,0.00,0.00,5.41
0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,9.23,2.31
0.00,0.00,0.00,0.00,1.56
0.00,0.00,0.00,0.00,5.75
0.00,0.00,0.00,3.61,0.83
0.00,6.57,4.29,0.00,0.86
0.00,0.00,0.00,4.36,2.05
2.68,0.00,2.93,0.00,5.37
2.41,0.00,0.00,0.00,10.00
0.00,0.00,7.89,0.00,1.32
0.00,0.00,5.43,0.00,4.57
0.00,1.40,0.00,2.33,6.51
0.00,0.00,0.00,0.00,4.29
0.00,0.36,0.00,0.00,3.21
0.00,8.62,0.00,0.00,1.72
9.71,0.00,7.94,4.41,5.59
0.00,0.00,0.00,1.67,5.00
0.00,0.00,0.00,0.00,10.00
10.00,0.00,10.00,2.50,1.82
5.71,0.00,0.57,9.43,8.00
0.00,0.29,0.00,0.00,3.24
3.82,5.29,0.00,0.00,4.12
0.00,0.00,0.00,0.00,2.50
0.00,0.00,0.00,4.57,4.86
3.75,0.00,0.00,0.00,1.88
0.00,0.00,0.00,4.86,10.00
0.00,0.00,6.43,0.00,4.64
1.08,0.00,4.32,3.24,6.49
0.00,0.00,0.00,0.00,7.03
5.13,0.00,7.18,0.00,0.77
0.00,0.00,0.00,4.38,2.19
6.30,2.96,0.00,0.00,10.00
0.67,0.00,0.00,0.00,4.67
0.00,0.00,0.00,0.00,2.56
0.00,0.00,0.00,0.00,6.82
0.00,0.00,0.00,0.00,4.25
0.00,4.75,0.00,0.00,3.50
0.75,10.00,0.00,0.00,2.25
0.00,5.86,0.00,0.00,6.21
4.05,0.00,5.41,0.00,2.16
0.00,0.00,0.00,0.00,3.14
0.00,5.53,0.00,0.00,2.37
0.00,0.00,0.00,2.56,0.47
6.53,0.00,0.20,3.06,6.53
0.00,0.79,0.00,0.00,0.53
0.00,0.00,0.00,0.00,2.09
0.00,0.00,0.00,0.00,5.48
0.00,2.86,0.00,0.00,6.07
0.00,0.00,0.00,0.00,2.22
0.00,0.00,0.00,0.00,3.11
0.00,0.00,0.00,0.00,0.61
0.00,0.00,0.00,0.00,3.10
0.00,0.00,2.19,0.00,3.44
0.00,0.00,0.00,0.00,2.14
0.00,0.00,0.00,0.00,3.44
3.68,0.00,0.00,3.16,3.68
0.00,0.00,0.00,4.25,2.00
0.00,0.00,0.00,0.00,1.67
0.00,0.00,0.00,0.00,2.96
0.00,0.00,0.00,0.00,7.35
0.00,3.50,0.00,4.75,3.50
3.00,0.00,4.25,0.00,1.50
0.00,4.00,0.00,0.00,6.33
0.00,0.00,0.00,0.00,3.20
0.00,0.00,0.00,2.27,0.91
0.00,0.00,2.73,10.00,6.82
0.00,0.00,0.00,1.90,6.67
0.00,0.00,0.00,0.00,3.33
0.00,0.00,0.00,10.00,1.50
0.00,0.00,0.00,0.00,0.91
0.00,0.00,0.00,0.00,1.71
2.35,0.00,6.47,0.00,2.65
3.64,8.64,0.00,0.00,0.23
0.00,0.00,1.92,0.00,10.00
0.00,0.29,0.29,0.00,3.82
0.00,0.00,2.75,0.00,10.00
0.00,0.00,0.00,0.00,1.94
0.00,0.00,0.00,3.53,4.41
0.00,0.00,0.00,0.00,3.45
0.00,0.00,0.00,3.02,4.42
9.57,3.91,0.00,1.96,3.26
0.00,0.00,4.90,0.00,4.12
0.00,0.00,0.00,0.00,3.06
0.00,3.85,0.00,0.00,6.73
0.00,0.00,0.00,2.00,7.43
1.08,10.00,0.00,0.00,4.86
0.00,0.00,6.54,0.00,2.69
2.81,0.00,0.00,0.00,6.56
0.00,0.00,0.00,0.00,3.64
0.00,0.00,0.00,0.87,6.09
0.00,0.00,0.00,0.00,2.29
0.00,0.00,0.00,0.00,4.86
4.57,0.00,2.86,0.00,10.00
0.00,2.89,0.00,0.00,3.16
0.00,0.00,4.44,0.00,6.67
0.00,5.14,0.00,0.00,10.00
0.00,0.00,0.00,0.00,1.71
0.00,6.43,0.00,0.00,3.57
4.36,0.00,0.00,0.00,4.62
5.53,0.00,0.00,0.00,3.95
0.00,6.18,0.00,0.00,2.35
0.00,0.00,0.00,2.97,0.54
0.00,0.00,1.21,0.00,0.30
0.00,0.00,0.00,0.00,5.23
0.00,0.00,0.00,0.00,10.00
0.00,3.90,5.85,0.00,4.63
0.00,0.00,0.00,5.59,1.76
5.43,0.00,1.43,0.00,4.86
0.00,6.45,0.32,0.00,8.06
0.00,0.00,0.00,0.00,7.14
0.00,0.00,0.00,9.32,3.18
1.04,6.04,0.00,0.00,6.46
0.00,0.00,0.00,5.65,4.35
0.00,0.00,7.14,10.00,2.29
0.00,0.00,0.00,4.57,1.71
0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,6.47
0.00,0.00,0.00,0.00,8.53
0.00,0.00,0.00,0.00,6.59
0.00,3.75,0.00,0.00,9.38
0.00,0.00,0.00,0.00,3.14
0.00,0.00,0.00,0.00,0.25
8.41,0.00,0.00,0.00,0.45
0.00,0.00,0.00,3.12,1.88
2.05,7.95,0.00,0.00,6.41
7.11,0.00,0.00,0.00,10.00
0.00,0.56,4.44,0.00,9.72
0.00,0.00,0.00,0.00,5.16
0.00,4.55,0.00,9.09,5.45
0.00,0.00,0.00,9.21,8.95
0.00,0.00,5.41,7.03,4.86
0.00,0.00,10.00,3.90,4.63
0.00,0.00,0.00,10.00,5.45
0.00,0.00,0.00,0.00,4.58
0.00,0.00,2.06,0.00,4.12
0.00,5.26,0.00,0.00,4.47
3.67,0.00,0.00,0.00,5.00
1.00,0.00,0.00,0.00,6.67
10.00,0.00,0.00,0.00,5.91
0.00,2.57,0.00,0.00,4.86
0.25,0.00,7.00,5.00,3.50
0.00,0.00,0.00,3.75,4.25
0.00,0.00,6.39,0.00,3.33
6.67,0.00,0.00,0.00,0.28
0.00,0.00,0.00,5.83,7.50
0.00,0.00,2.42,6.67,8.18
0.00,0.00,6.75,0.00,5.25
0.00,1.00,0.00,6.40,6.80
0.00,3.86,0.00,5.00,0.68
0.00,0.00,0.00,0.00,5.10
9.35,0.00,0.00,0.00,4.19
0.00,0.00,0.00,1.14,4.86
0.00,0.00,0.00,0.00,3.33
0.00,0.00,0.00,10.00,3.10
0.00,0.00,0.00,0.00,0.79
0.00,0.00,8.62,2.07,5.17
0.00,0.00,0.00,1.86,3.49
0.00,0.00,0.00,4.36,4.36
2.97,10.00,5.68,0.00,1.62
0.00,0.00,1.39,0.00,7.50
0.00,0.00,0.00,0.00,3.95
0.61,4.55,0.00,3.33,3.94
0.00,5.13,0.00,0.00,1.79
0.00,0.00,0.00,0.00,6.55
0.00,0.00,0.00,0.00,3.03
0.00,0.00,0.00,0.91,7.50
10.00,0.83,6.11,2.50,5.28
0.00,0.00,3.45,0.00,5.17
0.00,5.24,4.52,0.00,0.71
0.00,0.00,0.00,0.00,1.52
0.51,0.00,0.00,0.00,5.38
9.23,0.00,0.00,0.00,3.33
3.85,0.00,0.00,3.33,3.85
0.00,0.00,0.00,5.33,7.67
1.48,2.59,0.00,0.00,4.44
0.00,0.00,0.00,0.00,1.38
0.00,0.00,0.00,0.00,5.64
0.00,0.00,0.00,0.00,0.28
0.00,0.00,0.00,0.00,1.32
0.00,0.00,0.47,0.00,6.28
0.00,0.00,0.00,1.52,5.00
0.00,0.00,4.04,0.00,6.60
1.43,0.00,0.00,0.00,5.48
2.94,0.00,0.00,5.29,3.82
0.00,0.00,6.33,0.00,6.67
0.00,0.00,4.14,0.00,4.48
0.00,0.00,10.00,2.05,3.33
0.00,0.00,0.48,0.00,2.62
10.00,0.00,0.00,0.00,6.25
0.00,0.00,0.00,0.00,2.11
0.27,4.59,0.00,0.00,2.97
0.00,0.00,0.00,3.33,5.64
0.00,6.76,0.00,0.81,2.43
7.71,0.00,7.14,0.00,3.43
0.00,0.00,0.00,0.00,4.12
0.00,0.00,0.00,6.90,6.21
0.00,1.25,0.00,0.00,4.38
8.79,0.00,0.00,0.00,4.85
0.00,2.71,0.00,0.00,10.00
4.38,0.00,0.00,5.31,4.06
0.00,0.00,0.00,0.00,2.25
0.00,0.00,0.00,3.11,7.78
1.47,5.00,0.00,0.00,4.41
0.00,0.00,0.00,1.74,6.52
4.86,0.00,0.00,2.70,3.24
0.00,0.00,3.41,0.00,1.95
0.00,3.94,0.00,0.00,3.64
0.00,0.53,0.00,0.00,10.00
0.00,0.00,9.05,5.71,5.95
3.33,0.00,0.00,0.00,2.67
0.00,0.00,0.00,0.00,3.16
0.00,0.00,0.00,0.00,2.86
0.00,0.00,0.00,0.00,7.71
1.88,0.00,0.00,0.00,4.06
0.00,0.00,0.00,0.00,3.89
0.00,0.00,0.00,0.00,6.58
0.00,0.00,3.82,0.00,1.18
0.61,0.00,0.00,0.00,2.73
7.80,0.00,0.00,0.00,7.80
0.00,0.00,1.11,0.00,5.78
0.00,0.00,0.00,0.00,9.41
0.00,0.00,0.00,0.00,8.95
0.00,0.00,0.00,6.84,1.32
0.00,0.00,0.00,0.00,6.76
3.89,0.00,0.00,0.00,3.89
0.00,0.00,0.00,3.51,2.16
0.57,6.00,0.00,0.00,10.00
0.00,5.00,0.00,0.00,1.46
9.53,0.00,2.79,2.09,3.72
0.00,0.00,0.00,0.00,7.14
5.26,0.00,0.00,0.00,5.79
0.00,0.00,0.00,0.00,7.88
0.00,5.00,0.00,0.00,3.93
0.00,7.50,0.00,0.00,3.00
0.00,3.24,0.00,0.00,7.06
0.00,0.00,0.00,0.00,3.03
0.00,0.00,0.00,0.00,3.33
0.00,0.00,0.00,0.00,4.24
0.00,0.00,0.00,0.59,8.82
7.63,0.00,0.00,2.37,0.79
0.00,0.00,0.00,0.00,6.58
0.00,0.00,0.00,0.00,6.49
0.00,0.31,0.00,8.12,7.81
0.00,0.00,4.81,0.00,10.00
4.29,0.00,0.00,9.71,1.14
0.00,0.00,0.00,1.67,3.00
0.00,4.74,2.37,3.42,4.47
0.00,3.53,0.00,0.00,1.47
0.00,0.00,7.43,1.71,2.29
0.00,0.00,0.00,0.00,2.27
0.00,0.00,0.00,2.11,7.63
0.00,0.00,0.00,1.96,4.78
0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,0.00,8.14
0.00,0.00,0.00,2.78,10.00
0.00,0.00,0.00,0.00,4.67
0.00,0.00,0.00,0.00,5.38
0.00,0.00,6.39,0.00,3.89
0.00,3.57,3.93,0.00,6.07
0.00,0.00,0.00,0.00,3.41
0.00,0.00,0.00,5.58,3.65
0.00,0.00,0.00,4.00,1.00
0.00,0.00,7.71,0.00,1.88
4.29,0.00,0.00,0.00,2.57
0.00,0.00,0.00,0.00,4.88
0.00,0.00,4.76,0.00,2.14
0.00,0.00,0.00,7.06,4.12
5.62,0.00,0.00,0.00,7.29
0.00,4.55,0.00,0.00,4.85
0.00,0.00,3.06,0.00,4.72
0.00,0.00,0.00,2.37,10.00
0.00,8.92,0.00,1.89,7.30
0.00,0.00,0.00,5.14,2.86
0.00,0.00,3.85,0.00,6.67
0.00,0.00,0.00,2.63,3.16
0.00,0.00,0.30,3.64,6.36
0.00,0.00,0.00,0.33,2.67
0.00,0.00,1.14,3.43,6.00
0.00,3.49,0.00,0.00,5.12
0.00,0.00,0.00,0.00,4.40
0.00,0.00,0.00,0.00,2.76
0.00,0.00,0.00,0.00,3.72
0.00,0.00,0.00,5.90,1.28
0.00,0.00,0.00,0.00,5.65
1.29,0.00,0.00,0.00,4.19
2.68,0.00,0.00,0.00,3.66
6.50,0.00,0.00,0.00,4.50
0.00,0.00,0.00,0.00,3.03
0.00,0.00,2.70,0.00,2.16
0.00,0.00,0.00,0.00,5.14
0.00,0.00,0.00,0.00,2.05
0.00,0.00,10.00,4.38,1.25
6.50,0.00,0.00,0.00,6.00
0.00,2.09,0.00,3.26,5.81
0.00,0.00,0.00,2.56,3.02
0.00,0.00,0.00,5.79,1.32
0.00,0.00,0.00,0.00,4.06
2.86,0.00,0.00,0.00,3.14
0.00,0.00,0.00,0.00,4.38
0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,6.58,5.79
6.49,0.00,0.00,5.41,3.51
0.00,0.00,0.00,0.00,2.13
0.00,0.00,7.06,0.00,4.71
7.18,0.00,4.62,0.00,6.15
1.96,0.00,0.00,1.07,10.00
6.49,0.00,0.00,0.00,1.62
6.92,2.69,0.00,0.00,6.15
0.00,0.00,0.00,0.00,4.08
0.00,0.00,0.00,0.00,1.07
6.84,0.00,0.00,0.00,4.74
0.00,0.00,3.82,0.00,2.06
0.00,0.00,1.79,4.64,4.29
0.00,0.00,0.00,0.00,3.93
0.00,1.88,0.00,5.21,2.71
0.00,0.00,6.15,0.00,2.31
0.00,1.52,5.76,2.12,1.52
6.58,0.00,0.00,0.00,1.32
0.00,8.48,0.00,0.00,1.82
4.52,0.00,6.13,2.90,0.65
0.00,0.00,0.00,0.00,5.25
0.51,0.00,0.00,0.00,5.38
0.00,0.00,1.85,0.00,0.19
0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,2.58
0.00,1.74,6.74,0.00,1.30
0.00,0.00,0.00,0.00,8.00
0.00,0.00,0.00,0.00,5.12
0.00,5.56,0.00,4.81,9.26
0.00,0.00,0.00,0.00,2.12
10.00,0.00,0.75,0.00,6.50
0.00,4.15,0.00,0.98,1.71
1.84,0.00,8.42,0.00,8.68
10.00,0.00,0.00,0.00,3.41
0.00,0.00,0.00,7.41,7.04
6.58,0.00,3.68,0.00,1.58
0.00,0.00,0.00,0.00,2.16
0.00,0.00,8.71,0.00,3.55
0.00,0.00,0.00,0.00,3.75
2.08,0.00,2.92,0.00,9.58
0.00,0.00,0.00,5.29,5.29
0.00,0.00,0.00,0.00,5.12
0.00,0.00,0.00,1.05,9.47
0.00,0.00,0.00,0.00,6.41
1.71,2.57,0.00,0.00,4.86
1.05,0.00,0.00,0.00,6.58
0.00,0.00,0.00,3.67,4.00
8.08,5.77,0.00,0.00,0.77
0.00,0.00,0.00,2.62,1.90
0.00,0.00,0.00,0.00,5.29
0.00,0.00,0.00,0.00,6.76
0.00,0.00,0.00,0.00,10.00
0.00,0.00,8.11,5.14,2.97
0.00,0.00,0.00,6.35,9.23
2.16,0.00,0.00,0.00,0.81
0.00,4.69,0.00,0.00,8.44
0.00,0.00,0.00,0.00,2.63
0.00,0.00,2.26,0.00,5.16
0.00,3.61,0.00,0.00,3.06
1.28,0.00,0.00,4.89,1.28
1.43,7.14,0.00,0.00,1.67
0.00,0.00,7.37,0.00,3.42
0.00,0.00,0.00,0.00,4.22
0.00,2.29,3.14,0.00,3.43
0.00,0.00,0.00,0.00,6.00
0.00,0.00,7.19,0.00,0.94
0.00,5.50,0.00,0.00,3.00
6.49,0.00,0.00,0.00,6.22
5.42,0.00,5.83,0.00,3.33
0.00,0.00,3.75,0.00,6.46
0.00,0.00,0.00,0.00,4.62
0.00,3.24,0.00,6.49,1.62
0.00,3.12,4.69,0.00,5.94
0.00,0.00,0.00,0.00,6.47
4.17,0.00,0.00,9.17,2.22
0.00,0.00,0.00,0.00,1.71
